local-authority-code,council,start_year,end_year,data_type,emission_savings,project_name,lifetime,cost,funding_source,emission_source,annual_cost,annual_savings,measurement,savings_start,comments
ZET,Shetland Islands Council,2015,2016,project,43,Fuel Efficient Driving/Fleet Reduction,,,SIC,Van - Class I (up to 1.305 tonnes) Diesel,0,15452,Estimated,2017,
ZET,Shetland Islands Council,2015,2016,project,,Electric Vehicles,,60495,Transport Scotland,Car - petrol (average),,,Estimated,2017,
ZET,Shetland Islands Council,2016,2017,project,61,LED Lighting Projects - Council Programme,20,180447,Salix/SIC,Grid Electricity ,,17228,Estimated,2017/18,
ZET,Shetland Islands Council,2016,2017,project,29,Boiler Replacement - Aith JHS,20,,SIC,Gas Oil,,5245,Estimated,2017/18,
ZET,Shetland Islands Council,2016,2017,project,,HEEPS: ABS Domestic Energy Efficiency Grant Programme,20,1000000,Scottish Government,Other,,,Estimated,2016/17,This is an ongoing programme likely to run for a minimum of 10 years and affects electricity/oil and district heating consumption.
ZET,Shetland Islands Council,2016,2017,project,25,Heating Conversion - Bells Brae Primary ASN,,77627,Salix/SFT,Gas Oil,,3202,Estimated,2017/18,
ZET,Shetland Islands Council,2016,2017,project,16,ICT - Continuing Server Virtualisation,20,,SIC,Grid Electricity ,,4341,Estimated,2017/18,
ZET,Shetland Islands Council,2016,2017,project,141,Telematics - Fleet,20,,SIC,Diesel (average biofuel blend),,48986,Estimated,2017/18,
ZET,Shetland Islands Council,2016,2017,project,,Continuing Expansion of EV Network,20,22000,Transport Scotland,Car - petrol (average),,,Estimated,2017/18,Unknown impact
ZET,Shetland Islands Council,2016,2017,project,,EESSH - heating and insulation upgrade in Council/Hjaltland housing,20,,,Grid Electricity ,,,Estimated,2017/18,
ZET,Shetland Islands Council,2016,2017,project,17,Street Lighting - Conversion to LED,20,131904,Salix/SIC,Grid Electricity ,,4242,Estimated,2017/18,
ZET,Shetland Islands Council,2016,2017,project,16,Wind Turbines - Gremista/Landfill,20,0,Private Finance,Grid Electricity ,,1620,Estimated,2017/18,
ZET,Shetland Islands Council,2017,2018,project,,HEEPS: ABS Domestic Energy Efficiency Grant Scheme,20,1100000,Scottish Government,Other,,,Estimated,2018/19,"This is an ongoing programme likely to run for a minimum of 10 years and affects electricity/oil and district heating consumption.    
"
ZET,Shetland Islands Council,2017,2018,project,33,LED Lighting Projects - Council Programme,20,118085,Salix/SIC,Grid Electricity ,,,Estimated,2018/19,
ZET,Shetland Islands Council,2017,2018,project,18,Boiler Replacement Projects,20,177700,Salix/SIC,Gas Oil,,,Estimated,2018/19,
ZET,Shetland Islands Council,2017,2018,project,9,SEEP1 Programme,20,169816,SEEP/Salix/SIC,Purchased Heat and Steam,,,Estimated,2018/19,
ZET,Shetland Islands Council,2017,2018,project,28,SEEP1 Programme,20,75375,SEEP/Salix/SIC,Grid Electricity ,,,Estimated,2018/19,
ZET,Shetland Islands Council,2017,2018,project,,Continuing expansion of EV network,,,Transport Scotland,Car - petrol (Medium car from 1.4 - 2.0 litre engine),,,,2018/19,
ZET,Shetland Islands Council,2017,2018,project,6,ICT - Continuing Server Virtualisation,,,SIC,Grid Electricity ,,,Estimated,2018/19,
ZET,Shetland Islands Council,2017,2018,project,173,Change in Tug Fleet - Impact on Shore Power,,,SIC,Grid Electricity ,,,Estimated,2018/19,
ZET,Shetland Islands Council,2017,2018,project,,EESSH - heating and insulation upgrade in Council housing,,,Government,,,,,2018/19,
ZET,Shetland Islands Council,2017,2018,project,3.46,Aith JHS - Solar PV,20,9000,SIC Spend to Save,Grid Electricity ,,,Estimated,2018/19,
ZET,Shetland Islands Council,2018,2019,project,29,Change in Tug Fleet - Continued Impact on Shore Power,,,-,Grid Electricity ,,12776,Estimated,2019/20,
ZET,Shetland Islands Council,2018,2019,project,7,Spend to Save - Hamarsness Wind Turbine,25,36424,SIC,Grid Electricity ,,4350,Estimated,2019/20,
ZET,Shetland Islands Council,2018,2019,project,32,Lighting Projects,20,137406,Salix/SIC,Grid Electricity ,,11775,Estimated,2019/20,
ZET,Shetland Islands Council,2018,2019,project,,HEEPS:ABS,20,898935,Scottish Government,Grid Electricity ,,,Actual,2019/20,
ZET,Shetland Islands Council,2018,2019,project,,HEEPS:ABS,20,,Scottish Government,Burning Oil (Kerosene),,,Actual,2019/20,Included in above capital cost figure
ZET,Shetland Islands Council,2018,2019,project,54,Spend to Save Heating,20,109000,SIC,Grid Electricity ,,17272,Estimated,2019/20,
ZET,Shetland Islands Council,2018,2019,project,,Continuing expansion of EV network,,,Transport Scotland,Car - petrol (Medium car from 1.4 - 2.0 litre engine),,,Estimated,2019/20,
ZET,Shetland Islands Council,2018,2019,project,,Continuing expansion of electric vehicles,,,Transport Scotland,Car - petrol (Large car 2.0 litre engine +),,,Estimated,2019/20,
ZET,Shetland Islands Council,2018,2019,project,18,High efficiency boilers,20,172218,SIC,Gas Oil,,2753,Estimated,2019/20,
ZET,Shetland Islands Council,2018,2019,project,9,Continued server virtualisation,20,,SIC,Grid Electricity ,,3733,Estimated,2019/20,
ZET,Shetland Islands Council,2019,2020,project,141,Street Lighting Upgrade,,831938,Spend to Save,Grid Electricity (generation),,76978,Estimated,2020/21,
ZET,Shetland Islands Council,2019,2020,project,20,General Lighting Projects,20,108675,Salix/SIC,Grid Electricity (generation),,9181,Estimated,2020/21,
ZET,Shetland Islands Council,2019,2020,project,,HEEPS:ABS - home energy efficency,20,867549,Scottish Government,Grid Electricity (generation),,,Actual,2020/21,
ZET,Shetland Islands Council,2019,2020,project,,HEEPS:ABS - home energy efficency,20,,Scottish Government,Burning Oil (Kerosene) kWh,,,Actual,2020/21,Included in above capital cost figure
ZET,Shetland Islands Council,2019,2020,project,,Continuing expansion of EV network,,78471,Transport Scotland,Petrol (average biofuel blend),,,Estimated,2020/21,Doesn't include Lerwick Port Authority installations
ZET,Shetland Islands Council,2019,2020,project,,Continuing expansion of electric vehicles,,,Transport Scotland,Petrol (average biofuel blend),,,Estimated,2020/21,
ZET,Shetland Islands Council,2019,2020,project,,Warm Works - home energy efficiency,20,,Scottish Government,Grid Electricity (generation),,,Estimated,2020/21,
ZET,Shetland Islands Council,2019,2020,project,,Warm Works - home energy efficiency,20,,Scottish Government,Gas oil kWh,,,Estimated,2020/21,
ZET,Shetland Islands Council,2019,2020,project,35,Efficiency Savings (old AHS),,,,Grid Electricity (generation),,17410,,2020/21,
ZET,Shetland Islands Council,2019,2020,project,29,Efficiency Savings (old AHS),,,,Purchased Heat and Steam,,28622,,2020/21,
ZET,Shetland Islands Council,2020,2021,project,128,Street Lighting Upgrade,,328000,Spend to Save,Grid Electricity (generation),,80736,Estimated,,
ZET,Shetland Islands Council,2020,2021,project,,"General Lighting Projects, maintenance and replacement",,Unknown,Salix/SIC,Grid Electricity (generation),,,Estimated,,
ZET,Shetland Islands Council,2020,2021,project,,EES:ABS - home energy efficency,,416693,Scottish Government,Grid Electricity (generation),,,Estimated,,Energy saving advice provided to householders during surveys
ZET,Shetland Islands Council,2020,2021,project,,EES:ABS - home energy efficency,,See above,Scottish Government,Burning Oil (Kerosene) kWh,,,Estimated,,Energy saving advice provided to householders during surveys
ZET,Shetland Islands Council,2020,2021,project,,Continuing expansion of EV network,,-,Transport Scotland,Petrol (average biofuel blend),,,Estimated,,
ZET,Shetland Islands Council,2020,2021,project,,Continuing expansion of electric vehicles,,101000,Transport Scotland,Petrol (average biofuel blend),,,Estimated,,
ZET,Shetland Islands Council,2020,2021,project,,Warm Works - home energy efficiency,,Unknown,Scottish Government,Grid Electricity (generation),,,Estimated,,The Council supports Warmer Homes funding by completing Demostic Energy Assessments on their behalf. Energy saving advice provided to householders during surveys
ZET,Shetland Islands Council,2020,2021,project,,Warm Works - home energy efficiency,,Unknown,Scottish Government,Gas Oil kWh,,,Estimated,,The Council supports Warmer Homes funding by completing Demostic Energy Assessments on their behalf. Energy saving advice provided to householders during surveys
ZET,Shetland Islands Council,2020,2021,project,,Efficiency Savings (old AHS),,0,Spend to Save,Grid Electricity (generation),,,Estimated,,
ZET,Shetland Islands Council,2020,2021,project,,Efficiency Savings (old AHS),,0,Spend to Save,Purchased Heat and Steam,,,Estimated,,
SAY,South Ayrshire Council,2014,2015,project,9.07,Newton House LED Lighting,20,22749,CEEF,Electricity,,4621.24,Estimated,2014/15,Savings figures based on watts down vs watts up. Assumed that usage will be the same each year.
SAY,South Ayrshire Council,2014,2015,project,15,Town hall lights,20,3000,CEEF,Electricity,,750,Estimated,2014/15,Replacement of 50W halogen spotlights with 5W LED equivalents. Assumed that usage would be the same each year
SAY,South Ayrshire Council,2014,2015,project,14,Queen Margaret Academy,20,6200,CEEF,Electricity,,285,Estimated,2015/16,Replacement of switch start lighting with LED equivalents. Assumed that usage would be the same each year
SAY,South Ayrshire Council,2014,2015,project,87,Kirkmichael and Barrhill Biomass boiler,25,73000,Capital,Pellets/Electricity,3000,12403,Estimated,2014/15,Replace electrical heating with Biomass
SAY,South Ayrshire Council,2014,2015,project,92.2,"Whitletts Road, King Street Street Lighting - Conversion to LED lighting",30,63637,SALIX,Electricity,,22879,Estimated,2014/15,Replacement of 250 LPS road lanterns with efficient LED luminaires
SAY,South Ayrshire Council,2014,2015,project,46,"A79 Airport Loop Road, Prestwick",30,35527,Revenue,Electricity,,86364,,2014/15,
SAY,South Ayrshire Council,2014,2015,project,9,Street Lighting Conversions - Coylton,30,15510,Revenue,Electricity,,1958,Estimated,2015/16,Replacment of 90W LPS street lighting lamps  with efficient LED luminaires
SAY,South Ayrshire Council,2014,2015,project,97.76,Street Lighting Conversions - Ayr and Girvan,30,109205,Revenue,Electricity,,21776,Estimated,2015/16,Replacment of various street lighting lamp types with efficient LED luminaires
SAY,South Ayrshire Council,2014,2015,project,34,"Street Lighting Conversions - St Leonards Road/Maybole Road, Ayr",30,32101,Revenue,Electricity,,7736,Estimated,2015/16,Replacement of 250 LPS road lanterns with efficient LED luminaires
SAY,South Ayrshire Council,2014,2015,project,,Vehicle tracking,5,,Council revenue repairs and renewals fund,Diesel,99000,60000,Estimated,2015/16,"While main saving is anticipated to be to diesel related emissions, there will also be a significant saving to petrol related emissions"
SAY,South Ayrshire Council,2015,2016,project,44,A79 Airport Loop Road streetlighting,15,33348,SAC Revenue,Grid Electricity ,,10263,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,39,Ayr - Castlehill Road/Dalmellington Road streetlighting,15,36464,SAC Revenue,Grid Electricity ,,9178,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,30,Increased organic food waste collection and composting at small locations in Council estate,5,1000,SAC Revenue,Refuse Commercial &amp; Industrial to Landfill,,17550,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,27,Ayr - Maybole Road/St Leonards Road streetlighting,15,30482,SAC Revenue,Grid Electricity ,,6419,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,29,Citadel – voltage optimisation,10,24500,SAC Revenue,Grid Electricity ,,7250,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,16,Kyle Academy re-roofing,20,267000,SAC Revenue,Natural Gas,,2995,Estimated,2016/17,"The new roof covering has a higher level of insulation than the original, so there are some savings to be shown."
SAY,South Ayrshire Council,2015,2016,project,12,Girvan Primary School – window replacement,20,194000,SAC Revenue,Natural Gas,,2174,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,8,A70 Coylton streetlighting,15,15057,SAC Revenue,Grid Electricity ,,1757,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,8,Girvan streetlighting,15,14651,SAC Revenue,Grid Electricity ,,1918,Estimated,2016/17,
SAY,South Ayrshire Council,2015,2016,project,6,Ayr - Oswald Road/Falkland Road streetlighting,15,10470,SAC Revenue,Grid Electricity ,,1401,Estimated,2016/17,
SAY,South Ayrshire Council,2016,2017,project,58.14,Hot Water Optimisation,10,42000,CEEF,Natural Gas,,10736.01,Estimated,2016/17,Circosense bespoke devices fitted to 7 properties
SAY,South Ayrshire Council,2016,2017,project,46.62,ARA Lighting (Street Lighting),25,87075,CEEF,Grid Electricity ,,11192.16,Estimated,2016/17,LED street lighting replacement program - area wide
SAY,South Ayrshire Council,2016,2017,project,35,Swimming Pool Covers,5,19080,CEEF,Natural Gas,,3816.00,Estimated,2016/17,Replacement of existing inoperable pool covers
SAY,South Ayrshire Council,2016,2017,project,20,Citadel Lights,10,20519.4,CEEF,Grid Electricity ,,8621.6,Estimated,2016/17,LED replacement throughout including over pool lighting
SAY,South Ayrshire Council,2016,2017,project,20,Prestwick Swimming Pool Boilers,20,32000,CEEF,Natural Gas,,8412.05,Estimated,2016/17,Replaced 25 year old boilers with high efficiency condensing boilers
SAY,South Ayrshire Council,2016,2017,project,15,Maybole Swimming Pool Boilers,20,32000,CEEF,Natural Gas,,5714.29,Estimated,2016/17,Replaced 15 year old boilers with high efficiency condensing boilers
SAY,South Ayrshire Council,2016,2017,project,14.8,County Buildings Loft Insulation,20,6800,CEEF,Natural Gas,,7906.98,Estimated,2016/17,300mm insulation installed above main chambers in vaulted ceiling space
SAY,South Ayrshire Council,2016,2017,project,12.5,LED Theatre Lights Ph2,15,12322,CEEF,Grid Electricity ,,3850.63,Estimated,2016/17,Replacing 1500watt stage spotlights with 200watt DMX alternatives
SAY,South Ayrshire Council,2016,2017,project,10,South Lodge LED lighting replacement,20,43989,CEEF,Grid Electricity ,,6767.54,Estimated,2016/17,LED replacement throughout care home
SAY,South Ayrshire Council,2016,2017,project,47.8,County Buildings Boiler replacement,20,110000,Capital budget (CRA),Natural Gas,,5716.5,Estimated,2016/17,Replacement of 40 year old boilers with high efficiency boilers
SAY,South Ayrshire Council,2017,2018,project,20,Crematorium Heat Reclaim,20,86000,CEEF and capital,Natural Gas,0,6780,Estimated,2018/19,
SAY,South Ayrshire Council,2017,2018,project,610,Ventilation Heat Recovery Citadel,20,206000,SALIX,Natural Gas,1500,45000,Estimated,2018/19,Operating cost is annual service and labour cost of filter replacement
SAY,South Ayrshire Council,2017,2018,project,40,Lighting replacement Citadel,20,20519,SALIX,Grid Electricity ,,8636,Estimated,2018/19,£1200 saving due to reduced maintenance requirements
SAY,South Ayrshire Council,2017,2018,project,3,"Overmills, dining room lighting",20,5500,SALIX,Grid Electricity ,,,Estimated,2018/19,£400 saving due to reduced maintenance requirements
SAY,South Ayrshire Council,2017,2018,project,88,Hot water optimisers (phase 2),20,77000,SALIX,Natural Gas,0,,Estimated,2018/19,
SAY,South Ayrshire Council,2017,2018,project,10,Replacement BMS controller Citadel,10,9515.07,CEEF,Natural Gas,0,,Estimated,2018/19,
SAY,South Ayrshire Council,2017,2018,project,62.25,Boiler replacement at Girvan PS,20,220000,capital,Natural Gas,0,7006,Estimated,2018/19,Additional operational costs resulting from the new installation are included in the total project cost.  Saving figures were estimated using boilers efficiency rating compared to previous models.  Continued monitoring will generate more accurate figures.
SAY,South Ayrshire Council,2017,2018,project,9.23,Boiler replacement at Wallacetown PS,20,70000,capital,Natural Gas,0,1039,Estimated,2018/19,Additional operational costs resulting from the new installation are included in the total project cost.  Saving figures were estimated using boilers efficiency rating compared to previous models.  Continued monitoring will generate more accurate figures.
SAY,South Ayrshire Council,2017,2018,project,37.78,Boiler replacement at Troon municipal buildings,20,180000,capital,Natural Gas,0,4252,Estimated,2018/19,Additional operational costs resulting from the new installation are included in the total project cost.  Saving figures were estimated using boilers efficiency rating compared to previous models.  Continued monitoring will generate more accurate figures.
SAY,South Ayrshire Council,2018,2019,project,18,Boiler replacement at Troon PS,20,147442,Capital,Natural Gas,0,1777,Estimated,2019/20,
SAY,South Ayrshire Council,2018,2019,project,19,Boiler replacement at Kingcase PS,20,186261,Capital,Natural Gas,0,1886,Estimated,2019/20,
SAY,South Ayrshire Council,2018,2019,project,4,LED lighting replacement at Doonfoot PS,20,7000,Capital,Grid Electricity ,0,1993,Estimated,2019/20,
SAY,South Ayrshire Council,2018,2019,project,8,LED lighting replacement at St Johns PS,20,12000,Capital,Grid Electricity ,0,4132,Estimated,2019/20,
SAY,South Ayrshire Council,2018,2019,project,3,LED decorative lighting at Wallace Tower,20,38847,Capital,Grid Electricity ,0,820,Estimated,2019/20,
SAY,South Ayrshire Council,2018,2019,project,1266,South Ayrshire streetlighting LED replacement,20,4200000,Capital,Grid Electricity ,0,367136,Estimated,2019/20,KWh savings in first year - 880796 (13.1%)
SAY,South Ayrshire Council,2019,2020,project,1.2340012000000002,Bolier replacement at Prestwick library,20,12658,Capital,Natural Gas,,201,estimated,2020/21,Replacement of gas boiler that provides heating to the site.
SAY,South Ayrshire Council,2019,2020,project,1.0727532,LED lighting replacement at Struthers PS,20,13000,Capital,Grid Electricity (generation),,545,Estimated,2020/21,Refurbishment to former office and gym area.
SAY,South Ayrshire Council,2019,2020,project,1.0727532,LED lighting at St Johns Tower,20,2200,Capital,Grid Electricity (generation),,545,Estimated,2020/21,
SAY,South Ayrshire Council,2019,2020,project,1.1340972,LED lighting at Girvan Academy,20,10600,Capital,Grid Electricity (generation),,576,Estimated,2020/21,Refurbishment to Games/Gym halls & corridors. 
SAY,South Ayrshire Council,2019,2020,project,338.6510856,South Ayrshire streetlighting LED replacement,20,4200000,Capital,Grid Electricity (generation),,,Estimated,2020/21,As of August 2020 LED replacement is currently 86% complete in South Ayrshire.
SAY,South Ayrshire Council,2019,2020,project,7.626649550000001,Window replacement at Newton PS,20,35133,Capital,Natural Gas,,1244,Estimated,2020/21,Upgrade of all windows in October 2019.
SAY,South Ayrshire Council,2019,2020,project,3.20975676,Window replacement at Annbank Village Hall,20,20000,Capital,Gas oil kWh,,462,Estimated,2020/21,Upgrade of all windows in October 2019.
SAY,South Ayrshire Council,2020,2021,project,11,Newton PS LED lighting upgrade,20,64338,Capital,Grid Electricity (generation),0,5711,Estimated,2020/21,Full LED lighting upgrade of school
SAY,South Ayrshire Council,2020,2021,project,312,ARA Streetlighting LED upgrade,20,4200000,Capital,Grid Electricity (generation),0,,Estimated,2020/21,LED lighting replacement programme
SAY,South Ayrshire Council,2020,2021,project,1,LED lighting at Girvan Academy,20,1903,Capital,Grid Electricity (generation),0,288,Estimated,2020/21,Refurbishment to lighting in school corridors
SLK,South Lanarkshire Council,2014,2015,project,5405,"Receipt, separation, recycling and disposal of unsorted municipal waste",3,,Revenue,Waste,,240169,Actual,2014/15,No additional capital cost and operational costs contained in total contract values
SLK,South Lanarkshire Council,2014,2015,project,2320,Energy Champions  - staff awareness programme,5,,,Gas,,401661,Estimated,2014/15,No capital or operational costs
SLK,South Lanarkshire Council,2014,2015,project,469,Voltage optmisers,25,352508,CEEF,Electricity,,88127,Estimated,2014/15,No additional operational costs
SLK,South Lanarkshire Council,2014,2015,project,332,Street lighting LED trials,25,147000,Revenue,Electricity,,1351,Estimated,2014/15,No additional operational costs
SLK,South Lanarkshire Council,2014,2015,project,300,Energy Champions  - staff awareness programme,5,,,Electricity,,56449,Estimated,2014/15,No capital or operational costs
SLK,South Lanarkshire Council,2014,2015,project,230,Lighting and switching,25,113116,CEEF,Electricity,,43291,Estimated,2014/15,No additional operational costs
SLK,South Lanarkshire Council,2014,2015,project,158,Extension of recycling services to flatted properties in South Lanarkshire,25,150000,Revenue,Waste,10736,22514,Actual,2014/15,
SLK,South Lanarkshire Council,2014,2015,project,101,Boiler optimisers,15,52178,CEEF,Electricity,,17393,Estimated,2014/15,No additional operational costs
SLK,South Lanarkshire Council,2014,2015,project,83,Introduction of food waste collection service to schools and council buildings that generate more than 50kg of food waste per week,25,3600,Revenue,Waste,25285,,Actual,2014/15,
SLK,South Lanarkshire Council,2014,2015,project,19,BEMS,25,9929,CEEF,Gas,,3310,Estimated,2014/15,No additional operational costs
SLK,South Lanarkshire Council,2015,2016,project,1654,Phase 1 new food and food/ garden waste collection,25,,Existing revenue budgets and funding from Zero Waste Scotland for communications,Refuse Municipal to Landfill,,219488,Estimated,2015/16,First phase to households in Hamilton and East Kilbride. Savings figures based on difference between processing costs for food/ garden waste and the average cost of landfilling waste - £57.76 per tonne. Unable to separately identify capital and operational costs as the service changes are due to legislative requirements
SLK,South Lanarkshire Council,2015,2016,project,1613,LED street lighting replacement programme Phase 1,25,12536000,Capital funds,Grid Electricity ,100000,288385,Actual,2015/16,"Approximately 30,000 lanterns were replaced in phase 1"
SLK,South Lanarkshire Council,2015,2016,project,1300,"Increase in Recycling Performance guaranteed in terms of the contract for the Receipt, Separation, Recycling and Disposal of Unsorted Municipal Waste",3,0,Existing revenue budgets,Refuse Municipal to Landfill,,19774,Estimated,2015/16,"Contract commenced in 2014-15 but contractors improved their performance in 2015-16 which resulted in an additional 2,908 tonnes being diverted from landfill. Unable to separately identify operational costs "
SLK,South Lanarkshire Council,2015,2016,project,584,Fuel efficiency measures in council fleet,5,73283,Existing revenue budget,Diesel (average biofuel blend),129733,,Estimated,2015/16,"Various projects have been implemented on a phased basis and continue to be incorporated into existing and new vehicles - speed limiters since 2006,
telematics since 2012,
anti siphoning since 2006, intelligent procurement since 2006, route planning since 2012, fuel efficient driver training since 2006. Unable to estimate savings due to so may projects having an effect at the same time as well as an increasing fleet size. 
"
SLK,South Lanarkshire Council,2015,2016,project,265,Lighting and switching,15,285506,CEEF,Grid Electricity ,0,51070,Estimated,2015/16,"Upgraded lighting to LED and improved switching in 27 sites  including a car park, a large depot, offices, care homes and other buildings "
SLK,South Lanarkshire Council,2015,2016,project,48,Secondary glazing,20,56728,CEEF,Grid Electricity ,0,9454,Estimated,2015/16,In one large office building
SLK,South Lanarkshire Council,2015,2016,project,38,Water heater timers,15,22755,CEEF,Grid Electricity ,0,7585,Estimated,2015/16,"Installed in 190 sites including schools, halls, offices and other buildings"
SLK,South Lanarkshire Council,2015,2016,project,2800,Energy champions programme,5,0,Existing revenue budget,Natural Gas,0,484640,Estimated,2015/16,The savings have been calculated by comparing last year and this year and excluding the emission changes which have been calculated and reported elsewhere
SLK,South Lanarkshire Council,2015,2016,project,380,Energy champions programme,5,0,Existing revenue budget,Grid Electricity ,0,71404,Estimated,2015/16,The savings have been calculated by comparing last year and this year and excluding the emission changes which have been calculated and reported elsewhere
SLK,South Lanarkshire Council,2015,2016,project,4,Building Energy Management System (BEMS),25,2071,Existing revenue budget,Natural Gas,0,690,Estimated,2015/16,BEMS were installed in an additional 7 buildings
SLK,South Lanarkshire Council,2016,2017,project,4898,Extension of new food and food/ garden waste collection service,25,,Existing budgets,Refuse Municipal to Landfill,,"665,750",Estimated,2016/17,"Second phase to households in Rutherglen, Cambuslang and
Clydesadale. Savings figures based on
difference between processing costs for food/
garden waste and the average cost of
landfilling waste - £60.76 per tonne. Unable to
separately identify capital and operational
costs as the service changes are due to
legislative requirements"
SLK,South Lanarkshire Council,2016,2017,project,4346,LED street lighting replacement Phase 2,25,6268000,Capital,Grid Electricity ,,"783,810",Actual,2016/17,"Approximately 48,000 lanterns were replaced in phase 2"
SLK,South Lanarkshire Council,2016,2017,project,166,LED lighting projects,10,232575,Capital,Grid Electricity ,,"46,515",Estimated,2016/17,LED lighting in 4 sites
SLK,South Lanarkshire Council,2016,2017,project,138,Fabric insulation projects,20,23995,Capital,Natural Gas,,"4,000",Estimated,2016/17,Cavity and loft insulation in 7 sites
SLK,South Lanarkshire Council,2016,2017,project,66,Secondary glazing,20,97462,Capital,Grid Electricity ,,"19,492",Estimated,2016/17,Installation of secondary glazing in Corporate building
SLK,South Lanarkshire Council,2016,2017,project,32,Voltage Optimisers,20,65375,Capital,Grid Electricity ,,"10,106",Estimated,2016/17,Installation in 5 sites
SLK,South Lanarkshire Council,2016,2017,project,182,Fuel efficiency measures in council fleet,,,Existing budgets,Diesel (average biofuel blend),,,Actual,2016/17,"Various projects have been implemented on a
phased basis and continue to be incorporated
into existing and new vehicles - speed limiters, telematics,
anti siphoning, intelligent
procurement, route planning, fuel efficient driver training.
Unable to estimate individual savings due to so many initiatives having an effect at the same time."
SLK,South Lanarkshire Council,2017,2018,project,2085,Street Lighting LED programme Phase 3,25,6268000,Capital,Grid Electricity ,,"376,002",Actual,2017/18,"Approximately 59,000 LEDs will be replaced at the end of the 3 year programme"
SLK,South Lanarkshire Council,2017,2018,project,63,LED lighting projects,10,181755,Capital,Grid Electricity ,,"23,519",Estimated,2017/18,LED lighting projects in Meldrum House and Almada Street Headquarters 
SLK,South Lanarkshire Council,2017,2018,project,106,Fuel efficiency measures in Council fleet,,73000,Existing budgets,Diesel (average biofuel blend),130000.0,,Actual,2017/18,"Various projects have been implemented on a
phased basis and continue to be incorporated
into existing and new vehicles - speed limiters, telematics,
anti siphoning, intelligent
procurement, route planning, fuel efficient driver training.
Unable to estimate individual savings due to so many initiatives having an effect at the same time."
SLK,South Lanarkshire Council,2017,2018,project,,Fewer than 10 projects have been implemented and this is the complete set,,,,,,,,,
SLK,South Lanarkshire Council,2018,2019,project,861,LED street lighting replacement final phase,25,6268000,Capital,Grid Electricity ,,155224,Actual,2018/19,"Approximately 59,000 LEDs were replaced by the end of the programme"
SLK,South Lanarkshire Council,2018,2019,project,38,LED lighting projects in buildings,10,278427,Capital,Grid Electricity ,,17645,Estimated,2018/19,"4 LED lighting projects in East Kilbride Central Library, Brandongate offices, John Wright Sports Centre, McClymont Day Care centre "
SLK,South Lanarkshire Council,2018,2019,project,212,Fuel efficiency measures in council fleet,10,,Existing budgets,Diesel (average biofuel blend),,,Estimated,2018/19,"Various projects have been implemented on a
phased basis and continue to be incorporated
into existing and new vehicles - speed limiters, telematics, anti siphoning, route planning, driver training. Fleet continued to downsize in 2018/19 in relation to the size of vehicles, which has resulted in smaller, more efficient vehicles"
SLK,South Lanarkshire Council,2018,2019,project,53,PV panel installation projects,10,236924,Capital,Grid Electricity ,,24500,Estimated,2018/19,Installed in 5 Primary Schools
SLK,South Lanarkshire Council,2018,2019,project,1883,Residual waste to Energy from Waste plant,25,,,Refuse Municipal to Landfill,,,Estimated,2018/19,A proportion of residual waste in the second half of 2018/19 was processed at the new Energy From Waste facility which became fully operational in 2019/20
SLK,South Lanarkshire Council,2019,2020,project,315,LED street lighting replacement final phase,25,,Capital,Grid Electricity (generation),6200000,56756,Actual,2019/20,
SLK,South Lanarkshire Council,2019,2020,project,11.87,Chatelherault Primary School Solar PV,10,,CEEF,Grid Electricity (generation),76300,5450,Estimated,2019/20,
SLK,South Lanarkshire Council,2019,2020,project,8.71,Mount Cameron Primary School Solar PV,10,,CEEF,Grid Electricity (generation),48000,4000,Estimated,2019/20,
SLK,South Lanarkshire Council,2019,2020,project,13.92,"St Brides Primary School, Bothwell boiler upgrade",25,,CEEF,Natural Gas,33000,2275,Estimated,2019/20,
SLK,South Lanarkshire Council,2019,2020,project,17.75,Beckford Primary School boiler upgrade,25,,CEEF,Natural Gas,44000,2900,Estimated,2019/20,
SLK,South Lanarkshire Council,2019,2020,project,3.06,Blantyre Land & Fleet Services Depot boiler upgrade,25,,CEEF,Natural Gas,7700,500,Estimated,2019/20,
SLK,South Lanarkshire Council,2019,2020,project,175,Fuel efficiency measures in council fleet,,,Existing budgets,Diesel (average biofuel blend),,,Actual,2019/20,
SLK,South Lanarkshire Council,2019,2020,project,17375,Residual waste to Energy from Waste plant,,,Existing budgets,Refuse Municipal to Landfill,,,Actual,2019/20,
SLK,South Lanarkshire Council,2020,2021,project,15,LED lighting South Vennel,10,144100,CEEF,Grid Electricity (generation),,,Estimated,2020/21,
SLK,South Lanarkshire Council,2020,2021,project,7,LED lighting David Dale House,10,127800,CEEF,Grid Electricity (generation),,,Estimated,2020/21,
SLK,South Lanarkshire Council,2020,2021,project,5,LED lighting Hamilton Town House,10,34700,CEEF,Grid Electricity (generation),,,Estimated,2020/21,
SLK,South Lanarkshire Council,2020,2021,project,3,LED lighting Rutherglen Registration Office,10,6750,CEEF,Grid Electricity (generation),,,Estimated,2020/21,
